"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"2","Bacteria;Elusimicrobia;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae;Elusimicrobium;Elusimicrobium sp. An273;","4.651163","4.081633","0","2.631579","0","0","0","0","3.333333","5.882353","0","0","1.515152","4.347826","0","0","6.060606","0"
"3","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes sp. Z76;","4.651163","4.081633","2.941176","2.631579","5.714286","8.333334","3.571429","0","3.333333","2.941176","7.894736","5.882353","1.515152","2.173913","2.857143","8.823529","0","0"
"4","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;Muribaculaceae bacterium Isolate-110 (HZI);","4.651163","0","2.941176","3.947368","4.285715","0","3.571429","8.333334","1.666667","2.941176","7.894736","0","4.545455","4.347826","2.857143","2.941176","0","0"
"5","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis;","2.325581","2.040816","0","2.631579","4.285715","5.555556","0","0","3.333333","0","2.631579","2.941176","3.030303","4.347826","2.857143","2.941176","3.030303","0"
"6","Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila;","2.325581","0","0","1.315789","1.428571","0","0","4.166667","0","0","0","0","0","0","0","0","3.030303","0"
"7","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides johnsonii;","2.325581","2.040816","0","0","0","0","0","4.166667","1.666667","2.941176","2.631579","2.941176","1.515152","2.173913","0","2.941176","0","0"
"9","Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia glycaniphila;","2.325581","2.040816","2.941176","2.631579","0","0","0","4.166667","0","0","2.631579","2.941176","1.515152","0","0","2.941176","0","0"
"11","Bacteria;Candidatus Melainabacteria;NA;NA;NA;NA;Candidatus Melainabacteria bacterium;","2.325581","2.040816","0","3.947368","2.857143","2.777778","0","0","1.666667","0","0","0","1.515152","0","0","0","0","0"
"12","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;Muribaculaceae bacterium Isolate-104 (HZI);","2.325581","2.040816","0","0","1.428571","0","0","4.166667","0","2.941176","0","0","1.515152","0","5.714286","0","0","0"
"13","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;Muribaculaceae bacterium;","2.325581","0","0","0","1.428571","0","0","0","3.333333","0","2.631579","0","0","0","0","2.941176","0","0"
