,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA;,14.285715,20.000000,20.000000,21.428572,0,0,20.000000,40.000000,0,14.285715,20.000000,14.285715,0,0,33.333336,50.000000,12.500000,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;NA;,14.285715,20.000000,20.000000,14.285715,9.090909,0,0,0,0,14.285715,40.000000,14.285715,0,33.333336,33.333336,0,37.500000,22.222223
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) genus,0.000000,0.000000,40.000000,7.142858,18.181818,0.000000,0.000000,20.000000,12.500000,0.000000,20.000000,28.571430,0.000000,0.000000,33.333336,0.000000,12.500000,11.111112
unclassified,71.428573,60.000002,20.000000,57.142860,72.727275,-nan,60.000002,40.000001,75.000000,42.857143,20.000000,42.857143,100.000000,33.333334,0.000000,50.000000,37.500000,66.666669
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;NA;,0,0,0,0,0,0,20.000000,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter;NA;,0,0,0,0,0,0,0,0,12.500000,14.285715,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;NA;,0,0,0,0,0,0,0,0,0,14.285715,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae;Prolixibacter;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,33.333336,0,0,0,0
