,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Bacteria;Bacteroidetes;Flavobacteriia;NA;NA;NA;NA;,50.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA;,50.000000,0,0,66.666672,0,0,100.000000,50.000000,80.000000,0,0,0,0,25.000000,0,100.000000,50.000000,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) class,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.000000,0.000000,0.000000,0.000000
unclassified,0.000000,100.000000,-nan,0.000000,100.000000,-nan,0.000000,0.000000,0.000000,-nan,-nan,-nan,-nan,25.000000,-nan,0.000000,0.000000,-nan
Bacteria;Firmicutes;Bacilli;NA;NA;NA;NA;,0,0,0,22.222223,0,0,0,50.000000,20.000000,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Erysipelotrichia;NA;NA;NA;NA;,0,0,0,11.111112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;NA;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,25.000000,0,0,50.000000,0
