,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA;,21.739130,22.222223,54.545456,14.814815,35.294117,41.176472,28.571430,43.750000,19.047619,28.571430,41.176472,29.411766,37.931034,33.333336,27.777779,38.461540,36.842106,40.000000
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;NA;,8.695652,0,0,3.703704,11.764706,11.764706,7.142858,0,4.761905,0,0,0,3.448276,8.333334,5.555556,30.769232,0,13.333334
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;NA;,4.347826,0,0,3.703704,0,0,0,0,4.761905,0,0,0,3.448276,0,5.555556,0,5.263158,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;NA;,4.347826,5.555556,0,11.111112,11.764706,0,7.142858,12.500000,14.285715,7.142858,17.647058,0,6.896552,8.333334,5.555556,7.692308,15.789473,13.333334
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) genus,21.739130,16.666668,0.000000,29.629629,11.764706,17.647058,28.571430,6.250000,23.809525,25.000000,17.647058,5.882353,3.448276,25.000000,16.666668,0.000000,26.315790,13.333334
unclassified,39.130434,44.444445,36.363637,25.925925,17.647059,29.411766,21.428572,31.250000,33.333334,35.714287,23.529412,41.176471,34.482759,16.666667,33.333334,0.000000,15.789473,13.333334
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;NA;,0,5.555556,0,0,0,0,0,0,0,0,0,5.882353,3.448276,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;NA;,0,5.555556,0,0,0,0,0,0,0,0,0,5.882353,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;NA;,0,0,9.090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;NA;,0,0,0,3.703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Candidatus Soleaferrea;NA;,0,0,0,3.703704,0,0,0,6.250000,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaeromassilibacillus;NA;,0,0,0,3.703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Robinsoniella;NA;,0,0,0,0,5.882353,0,0,0,0,0,0,0,0,0,0,23.076923,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Millionella;NA;,0,0,0,0,5.882353,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruthenibacterium;NA;,0,0,0,0,0,0,7.142858,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;NA;,0,0,0,0,0,0,0,0,0,3.571429,0,0,0,0,5.555556,0,0,6.666667
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Dysgonamonadaceae;Dysgonomonas;NA;,0,0,0,0,0,0,0,0,0,0,0,5.882353,3.448276,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Mediterranea;NA;,0,0,0,0,0,0,0,0,0,0,0,5.882353,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus;NA;,0,0,0,0,0,0,0,0,0,0,0,0,3.448276,0,0,0,0,0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333334,0,0,0,0
