,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA;,6.289309,6.060606,12.621360,5.172414,8.333334,10.743801,10.112359,11.428572,8.593750,11.538462,8.461538,6.976745,6.866953,7.964602,10.434782,10.638298,8.536586,23.255816
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;NA;,6.289309,5.303030,8.737864,4.022989,5.952381,8.264462,6.741573,2.857143,7.812500,2.884615,4.615385,4.651163,6.437768,6.194690,6.086957,9.574469,15.853659,9.302325
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;NA;,5.660378,7.575758,8.737864,4.597701,8.333334,8.264462,3.370786,5.714286,5.468750,10.576923,9.230769,6.976745,6.437768,8.849558,7.826087,4.255319,7.317073,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;NA;,1.886792,1.515152,0.970874,1.149425,0.595238,0,0,5.714286,0,1.923077,2.307692,1.550388,0.858369,1.769912,0,2.127660,4.878048,4.651163
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;NA;,1.886792,1.515152,0,0.574713,0,0,0,0,0,0,0,0,0.429185,0.884956,1.739130,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;NA;,1.257862,0,0,0,0.595238,0,0,0,0,0.961538,0,0.775194,0.858369,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;NA;,1.257862,0,1.941748,3.448276,1.785714,0,1.123595,0,0.781250,0,0.769231,0,2.575107,0,2.608696,3.191489,2.439024,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;NA;,1.257862,0.757576,0.970874,0.574713,0.595238,0,0,0,0,0.961538,0.769231,0.775194,1.716738,0.884956,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum;NA;,0.628931,2.272727,0,2.298851,0,0,0,0,0,0,0,1.550388,0.429185,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;NA;,0.628931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus;NA;,0.628931,0,0,0,0,0.826446,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;NA;,0.628931,0.757576,0.970874,0.574713,0,0,0,0,0,0.961538,0,0,0.429185,0.884956,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Ornithinibacillus;NA;,0.628931,0,0,0,0,0,0,0,0,0,0,0.775194,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella;NA;,0.628931,0.757576,0,0,0,0.826446,0,1.428571,0,0.961538,0.769231,0.775194,0,0,0,0,0,4.651163
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Solibacillus;NA;,0.628931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;NA;,0.628931,0,0,0,0.595238,0,1.123595,0,0,0,0,1.550388,0,0,0,0,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Lunatimonas;NA;,0.628931,0,0,0.574713,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerocolumna;NA;,0.628931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Neglecta;NA;,0.628931,0,0,0,0,2.479339,1.123595,0,0,0,1.538462,1.550388,3.004292,0.884956,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;Candidatus Amulumruptor;NA;,0.628931,0,0,0,0,0.826446,1.123595,1.428571,0,0,0,0.775194,0.858369,0,0,0,1.219512,2.325581
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;Duncaniella;NA;,0.628931,0.757576,0,0,0.595238,0,0,0,0,0,0,0,0,0,0,1.063830,0,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) genus,33.962265,41.666664,29.126215,40.229885,38.095238,31.404961,37.078651,32.857143,41.406250,32.692307,40.000000,31.782946,28.326181,38.053097,37.391304,37.234039,28.048780,34.883720
unclassified,32.075471,24.242425,29.126215,31.034482,25.595239,27.272728,28.089887,22.857143,25.781250,30.769232,26.153848,30.232558,30.472103,30.088496,27.826086,19.148937,19.512194,9.302326
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;NA;,0,2.272727,1.941748,0,1.190476,2.479339,0,4.285715,1.562500,0,0.769231,1.550388,0.429185,0.884956,0,2.127660,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter;NA;,0,1.515152,0,0,1.785714,0,1.123595,0,3.125000,0.961538,2.307692,2.325581,2.575107,0,0,4.255319,4.878048,2.325581
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;NA;,0,0.757576,0.970874,0.574713,0.595238,0.826446,1.123595,0,0,0.961538,0,2.325581,0.858369,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;NA;,0,0.757576,0.970874,0,0,0,0,0,0,0.961538,0,0,0.858369,0.884956,0.869565,0,0,0
Bacteria;Spirochaetes;Spirochaetia;Brachyspirales;Brachyspiraceae;Brachyspira;NA;,0,0.757576,0,2.298851,0,0,0,0,0,0,0.769231,0,0.429185,0,0,1.063830,0,0
