,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA;,63.333332,75.000000,57.142860,43.478260,52.631580,66.666672,63.636364,57.142860,85.714287,56.250000,38.888889,77.272728,54.838711,64.285713,70.000000,40.000000,80.000000,33.333336
Bacteria;Firmicutes;Bacilli;NA;NA;NA;NA;,10.000000,0,7.142858,17.391304,5.263158,13.333334,0,14.285715,0,6.250000,16.666668,0,16.129032,7.142858,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;NA;NA;NA;NA;,6.666667,0,0,4.347826,10.526316,6.666667,9.090909,0,0,6.250000,5.555556,0,3.225806,7.142858,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;NA;NA;NA;NA;,6.666667,0,21.428572,17.391304,5.263158,6.666667,18.181818,28.571430,14.285715,6.250000,22.222223,13.636364,16.129032,0,30.000002,60.000004,0,55.555557
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) class,6.666667,25.000000,14.285715,8.695652,21.052631,6.666667,9.090909,0.000000,0.000000,25.000000,16.666668,9.090909,3.225806,21.428572,0.000000,0.000000,0.000000,11.111112
unclassified,6.666667,0.000000,0.000000,8.695652,5.263158,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.451613,0.000000,0.000000,0.000000,0.000000,0.000000
Bacteria;Spirochaetes;Spirochaetia;NA;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.000000,0
