,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA;,30.337078,39.024387,51.851852,49.122807,34.615387,47.872341,58.064514,65.000000,30.434782,51.094891,38.181816,50.000000,54.716980,41.463413,56.521736,38.271606,32.432430,62.790699
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;NA;,20.224718,12.195122,12.037037,10.526316,13.846154,8.510638,12.903225,22.500000,22.608696,15.328466,16.363636,4.166667,10.062893,7.317073,5.434783,23.456789,16.216215,11.627908
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;NA;,7.865169,6.097561,13.888889,7.894736,10.769231,19.148937,3.225806,0,12.173913,7.299270,7.272727,16.666668,6.289309,12.195122,14.130434,12.345679,25.675674,11.627908
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;NA;,6.741573,3.658536,5.555556,5.263158,3.846154,0,0,1.250000,1.739130,3.649635,8.181818,8.333334,1.886792,3.658536,2.173913,0,1.351351,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenella;NA;,2.247191,0,0,0,0,0,0,0,0,0,0,0,0,0,1.086957,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;NA;,1.123595,1.219512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Dysgonamonadaceae;Dysgonomonas;NA;,1.123595,0,0.925926,1.754386,2.307692,0,0,1.250000,1.739130,1.459854,0.909091,1.041667,2.515723,3.658536,2.173913,1.234568,1.351351,0
Eukaryota;Preaxostyla;NA;Oxymonadida;Streblomastigidae;Streblomastix;NA;,1.123595,2.439024,0.925926,0,1.538462,0,0,0,0,0,0,1.041667,0,2.439024,1.086957,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter;NA;,1.123595,0,0.925926,0.877193,0,0,0,0,0.869565,1.459854,0.909091,0,0.628931,2.439024,0,0,1.351351,0
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Parapedobacter;NA;,1.123595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella;NA;,1.123595,1.219512,0,0.877193,0,0,0,1.250000,0,0,1.818182,1.041667,0,0,0,0,0,1.162791
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;NA;,1.123595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.351351,0
